,0,1
151,151,-180.5200653076172
152,152,-225.21817016601562
153,153,-79.55309295654297
154,154,-234.9528045654297
155,155,-359.2637634277344
156,156,-229.4538116455078
157,157,-63.64582443237305
158,158,-70.07018280029297
159,159,-102.8022232055664
160,160,-242.13491821289062
161,161,-148.52633666992188
162,162,-48.8034553527832
163,163,-135.55064392089844
164,164,-94.19346618652344
165,165,-93.44143676757812
166,166,-220.88768005371094
167,167,-131.88819885253906
168,168,-154.57440185546875
169,169,-338.7249755859375
170,170,-130.5985870361328
171,171,-304.0862121582031
172,172,-270.7211608886719
173,173,-176.42269897460938
174,174,-332.1579284667969
175,175,-82.55181884765625
176,176,-94.15744018554688
177,177,-874.8362426757812
178,178,-343.62713623046875
179,179,-314.57586669921875
180,180,-211.14564514160156
181,181,-322.2205505371094
182,182,-532.7974243164062
183,183,-141.0193634033203
184,184,-130.49038696289062
185,185,-122.11884307861328
186,186,-318.38824462890625
187,187,-309.58990478515625
188,188,-127.40827941894531
189,189,-76.39739227294922
190,190,-116.875
191,191,-149.82394409179688
192,192,-185.90548706054688
193,193,-313.2920837402344
194,194,-525.8611450195312
195,195,-255.06886291503906
196,196,-227.2185516357422
197,197,-280.35284423828125
198,198,-185.12725830078125
199,199,-194.4352569580078
200,200,-127.65412139892578
201,201,-346.53900146484375
202,202,-307.62353515625
203,203,-117.98440551757812
204,204,-47.31593322753906
205,205,-330.92572021484375
206,206,-125.61161804199219
207,207,-218.83009338378906
208,208,-74.88508605957031
209,209,-141.74441528320312
210,210,-112.61383056640625
211,211,-104.0999526977539
212,212,-248.66514587402344
213,213,-217.59706115722656
214,214,-70.279052734375
215,215,-220.0759735107422
216,216,-187.03280639648438
217,217,-254.3902130126953
218,218,-270.54522705078125
219,219,-320.1414794921875
220,220,-122.09745788574219
221,221,-378.8174743652344
222,222,-155.29759216308594
223,223,-182.65426635742188
224,224,-76.08875274658203
225,225,-156.84100341796875
226,226,-90.30347442626953
227,227,-121.28813934326172
228,228,-134.88986206054688
229,229,-85.93675994873047
230,230,-150.18368530273438
231,231,-203.130859375
232,232,-431.43927001953125
233,233,-545.6011352539062
234,234,-255.41078186035156
235,235,-650.6022338867188
236,236,-550.25927734375
237,237,-84.73798370361328
238,238,-131.5430450439453
239,239,-143.8326416015625
240,240,-152.35426330566406
241,241,-54.072532653808594
242,242,-259.3045349121094
243,243,8.361002922058105
244,244,-262.3293762207031
245,245,-77.276611328125
246,246,-128.07662963867188
247,247,-106.21463012695312
248,248,-879.2764282226562
249,249,-464.18463134765625
250,250,-364.3293762207031
251,251,-207.82839965820312
252,252,-269.58990478515625
253,253,-188.93829345703125
254,254,-152.05836486816406
255,255,-225.87271118164062
256,256,-304.5719909667969
257,257,-179.82107543945312
258,258,-217.35336303710938
259,259,-69.96333312988281
260,260,-178.712890625
261,261,-156.7237548828125
262,262,-158.25978088378906
263,263,-114.27202606201172
264,264,-207.2686767578125
265,265,-239.31698608398438
266,266,-146.4613037109375
267,267,-70.73158264160156
268,268,-364.3212890625
269,269,-110.68101501464844
270,270,-313.0375061035156
271,271,-157.67323303222656
272,272,-98.47855377197266
273,273,-335.8978271484375
274,274,-2.2826242446899414
275,275,-78.65815734863281
276,276,-202.86997985839844
277,277,-163.13404846191406
278,278,-104.9773941040039
279,279,-167.3036651611328
280,280,-195.77993774414062
281,281,-114.63676452636719
282,282,-50.632041931152344
283,283,-256.6446838378906
284,284,-335.23248291015625
285,285,-70.8839111328125
286,286,-82.96949768066406
287,287,-217.20401000976562
288,288,-162.1375274658203
289,289,-124.6895523071289
290,290,-292.3056640625
291,291,-355.00189208984375
292,292,-190.17123413085938
293,293,-48.31581115722656
294,294,-232.89195251464844
295,295,-139.67227172851562
296,296,-183.12567138671875
297,297,-191.91046142578125
298,298,-188.3122100830078
299,299,-193.92591857910156
300,300,-297.5371398925781
